candidate_id,method,feature_space,k,selection_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,repeat_mean_ari,bootstrap_mean_ari,smallest_cluster_fraction,noise_fraction,cluster_entropy,eligible_for_final_selection,exclusion_reasons
pca_scores__kmeans__k-3,kmeans,pca_scores,3,0.7973310313599257,0.37022903569678595,763.9384787473158,1.1446471704525476,1.0,0.9955033435907067,0.1500965250965251,0.0,0.8398180761803178,true,
pca_scores__fuzzy__k-3,fuzzy,pca_scores,3,0.7965307805824036,0.3492709653725425,746.2032093641126,1.1792232738870716,1.0,0.9960063189246081,0.16602316602316602,0.0,0.8789058477465403,true,
pca_scores__kmeans__k-2,kmeans,pca_scores,2,0.7618067778546121,0.46018284489275374,741.1852749922607,1.3774066405630216,0.9989093668576176,0.9894222237608595,0.1891891891891892,0.0,0.6997722217704216,true,
pca_scores__kmeans__k-4,kmeans,pca_scores,4,0.749921651930193,0.35657464045751225,714.5050719005314,1.0309066403235607,0.9986401764124704,0.9916854897409678,0.03185328185328185,0.0,0.7411857953130169,true,
selected_features__kmeans__k-3,kmeans,selected_features,3,0.7440383444574916,0.31516529016538486,627.1790518779261,1.3035147517032284,1.0,0.9924675191011331,0.15106177606177607,0.0,0.8406294390878926,true,
selected_features__fuzzy__k-3,fuzzy,selected_features,3,0.7396521037129751,0.2886813304904893,607.3208976630374,1.3667320016877296,1.0,0.9843857877419934,0.1751930501930502,0.0,0.8913801337147541,true,
selected_features__kmeans__k-2,kmeans,selected_features,2,0.7203691586169059,0.4207139516874373,628.3275588705374,1.516352801456088,1.0,0.9899835066658529,0.18870656370656372,0.0,0.6987578362970025,true,
pca_scores__fuzzy__k-4,fuzzy,pca_scores,4,0.7008467807412498,0.19838299805371803,582.7841432258473,1.5730682044555004,1.0,0.9754416270371024,0.14575289575289574,0.0,0.9689030209262126,true,
selected_features__kmeans__k-4,kmeans,selected_features,4,0.6979919549581244,0.3018482982236567,574.8300160921882,1.1741632922150675,1.0,0.9921591388950372,0.03185328185328185,0.0,0.7383634654058057,true,
selected_features__fuzzy__k-4,fuzzy,selected_features,4,0.6622014778110196,0.15834050280577305,474.1768914746548,1.8030990268069307,1.0,0.9884045223084509,0.15733590733590733,0.0,0.976776000003495,true,
selected_features__gmm__k-2__covariance-diag,gmm,selected_features,2,0.6469503194408976,0.3086162713636669,401.260238973409,2.0009373523639704,1.0,0.9887993986608731,0.2504826254826255,0.0,0.8120421720170572,true,
pca_scores__fuzzy__k-6,fuzzy,pca_scores,6,0.61476524371198,0.1735566420290576,429.9594302100944,2.007333871902943,0.9993268758027994,0.9521477430815967,0.07722007722007722,0.0,0.9462145050175845,true,
selected_features__fuzzy__k-5,fuzzy,selected_features,5,0.5153245001851071,0.10943334562216216,364.4055994221023,2.8712319744052164,0.9790155231565654,0.967384702030188,0.05115830115830116,0.0,0.9226424962077651,true,
